left read, left timestamp, right read, right timestamp
432,15284,321,15304
450,15328,326,15348
448,15372,329,15392
412,15416,329,15436
356,15460,331,15480
348,15504,329,15524
359,15548,348,15568
380,15592,391,15612
403,15636,448,15656
419,15680,480,15700
408,15724,483,15744
396,15768,444,15788
391,15812,388,15832
382,15856,369,15876
359,15900,381,15920
347,15944,415,15964
332,15988,448,16008
327,16032,457,16052
329,16076,446,16096
343,16120,430,16140
345,16164,422,16184
345,16208,412,16228
352,16252,390,16272
348,16296,369,16316
332,16340,348,16360
315,16392,339,16408
297,16436,339,16452
287,16480,342,16496
300,16524,335,16540
314,16568,330,16584
329,16612,335,16628
337,16656,337,16672
344,16700,329,16716
342,16744,307,16760
335,16788,278,16804
329,16832,254,16848
323,16876,263,16892
313,16920,288,16936
316,16964,318,16980
327,17008,335,17024
339,17052,343,17068
355,17096,337,17112
367,17140,328,17156
370,17184,319,17200
366,17228,307,17244
359,17272,291,17288
347,17316,304,17332
337,17360,318,17376
329,17404,344,17428
327,17452,361,17472
329,17496,359,17516
340,17540,351,17560
351,17584,342,17604
361,17628,338,17648
366,17672,330,17692
361,17716,327,17736
338,17760,326,17780
308,17804,329,17824
287,17848,334,17868
278,17892,347,17912
286,17936,356,17956
308,17980,364,18000
327,18024,364,18044
335,18068,361,18088
335,18112,339,18132
323,18156,313,18176
306,18200,291,18220
295,18244,283,18264
295,18288,292,18308
296,18332,323,18352
311,18376,344,18396
324,18420,352,18440
342,18464,344,18484
353,18508,327,18528
366,18552,308,18572
364,18596,300,18616
363,18640,300,18660
355,18684,304,18704
350,18728,313,18748
344,18772,329,18792
350,18816,344,18836
355,18860,352,18880
368,18904,359,18924
379,18948,364,18968
387,18992,366,19012
384,19036,359,19056
371,19080,353,19100
356,19124,344,19144
342,19168,338,19188
329,19212,339,19232
326,19256,352,19276
329,19300,365,19320
332,19344,383,19364
336,19388,387,19408
337,19432,382,19452
337,19484,364,19500
329,19528,348,19544
319,19572,332,19588
305,19616,326,19632
294,19660,331,19676
287,19704,338,19720
291,19748,352,19764
295,19792,359,19808
307,19836,364,19852
315,19880,355,19896
318,19924,336,19940
315,19968,312,19984
310,20012,291,20028
305,20056,280,20072
300,20100,283,20116
300,20144,288,20160
304,20188,300,20204
314,20232,304,20248
326,20276,307,20292
342,20320,302,20336
352,20364,295,20380
354,20408,286,20424
351,20452,284,20468
348,20500,281,20520
339,20544,286,20564
339,20588,297,20608
339,20632,306,20652
344,20676,319,20696
366,20720,327,20740
415,20764,333,20784
449,20808,331,20828
455,20852,332,20872
446,20896,323,20916
399,20940,324,20960
355,20984,324,21004
345,21028,331,21048
358,21072,346,21092
371,21116,390,21136
391,21160,427,21180
398,21204,446,21224
385,21248,440,21268
372,21292,400,21312
371,21336,356,21356
352,21380,348,21400
329,21424,363,21444
307,21468,396,21488
292,21512,419,21532
288,21556,423,21576
301,21600,407,21620
313,21644,390,21664
323,21688,385,21708
327,21732,376,21752
329,21776,361,21796
319,21820,340,21840
306,21864,324,21884
291,21908,319,21928
281,21952,323,21972
280,21996,327,22016
294,22040,327,22060
312,22084,326,22104
331,22128,331,22148
343,22172,328,22192
348,22216,321,22236
347,22260,304,22280
339,22304,284,22324
335,22348,271,22368
331,22392,281,22412
331,22436,301,22456
335,22480,327,22500
344,22524,344,22548
354,22576,351,22592
370,22620,347,22636
383,22664,337,22680
391,22708,335,22724
396,22752,319,22768
390,22796,321,22812
372,22840,332,22856
354,22884,343,22900
341,22928,353,22944
335,22972,364,22988
343,23016,366,23032
352,23060,370,23076
359,23104,374,23120
357,23148,376,23164
345,23192,361,23208
327,23236,345,23252
308,23280,328,23296
291,23324,324,23340
285,23368,327,23384
281,23412,343,23428
285,23456,348,23472
289,23500,348,23516
297,23544,334,23560
302,23588,321,23604
305,23632,304,23648
302,23676,287,23692
297,23720,283,23736
287,23764,284,23780
286,23808,287,23824
285,23852,295,23868
295,23896,300,23912
312,23940,301,23956
329,23984,302,24000
339,24028,302,24044
350,24072,303,24088
352,24116,302,24132
351,24160,305,24176
350,24204,305,24220
348,24248,312,24264
348,24292,319,24308
352,24336,335,24352
359,24380,349,24396
367,24424,367,24440
374,24468,376,24484
376,24512,382,24528
377,24556,379,24572
369,24604,376,24624
364,24648,371,24668
358,24692,371,24712
356,24736,376,24756
355,24780,380,24800
358,24824,384,24844
354,24868,384,24888
348,24912,380,24932
343,24956,370,24976
337,25000,363,25020
331,25044,353,25064
323,25088,344,25108
318,25132,335,25152
308,25176,335,25196
303,25220,327,25240
300,25264,324,25284
299,25308,319,25328
298,25352,319,25372
304,25396,312,25416
302,25440,309,25460
301,25484,302,25504
297,25528,293,25548
300,25572,281,25592
300,25624,280,25640
304,25668,280,25684
309,25712,286,25728
312,25756,295,25772
318,25800,298,25816
329,25844,300,25860
339,25888,300,25904
343,25932,303,25948
347,25976,304,25992
358,26020,313,26036
390,26064,318,26080
419,26108,323,26124
434,26152,327,26168
435,26196,337,26212
412,26240,344,26256
380,26284,353,26300
380,26328,359,26344
391,26372,376,26388
412,26416,406,26432
428,26460,441,26476
432,26504,460,26520
413,26548,460,26564
398,26592,427,26608
388,26636,390,26652
380,26680,379,26696
369,26724,391,26740
364,26768,423,26784
347,26812,445,26828
339,26856,446,26872
335,26900,423,26916
334,26944,398,26960
332,26988,381,27004
331,27032,367,27048
328,27076,352,27092
319,27120,340,27136
306,27164,323,27180
292,27208,321,27224
279,27252,320,27268
278,27296,325,27312
289,27340,323,27356
301,27384,319,27400
313,27428,316,27444
316,27472,312,27488
318,27516,300,27532
316,27560,287,27576
315,27604,268,27620
316,27652,268,27672
322,27696,286,27716
327,27740,311,27760
343,27784,337,27804
354,27828,351,27848
368,27872,355,27892
371,27916,345,27936
369,27960,335,27980
369,28004,332,28024
369,28048,333,28068
371,28092,344,28112
369,28136,372,28156
368,28180,390,28200
364,28224,408,28244
361,28268,408,28288
366,28312,398,28332
369,28356,382,28376
367,28400,376,28420
364,28444,373,28464
352,28488,371,28508
339,28532,363,28552
326,28576,358,28596
323,28620,350,28640
319,28664,357,28684
318,28708,359,28728
315,28752,356,28772
315,28796,344,28816
308,28840,321,28860
307,28884,297,28904
300,28928,280,28948
295,28972,271,28992
289,29016,271,29036
287,29060,276,29080
285,29104,284,29124
289,29148,290,29168
291,29192,290,29212
299,29236,287,29256
304,29280,275,29300
307,29324,267,29344
307,29368,260,29388
307,29412,263,29432
307,29456,272,29476
310,29500,287,29520
316,29544,297,29564
323,29588,312,29608
327,29632,318,29652
332,29676,327,29700
337,29728,335,29744
339,29772,338,29788
345,29816,340,29832
352,29860,339,29876
357,29904,342,29920
355,29948,343,29964
355,29992,345,30008
348,30036,348,30052
348,30080,353,30096
351,30124,358,30140
355,30168,361,30184
353,30212,360,30228
350,30256,359,30272
344,30300,348,30316
332,30344,339,30360
327,30388,326,30404
323,30432,319,30448
321,30476,316,30492
319,30520,319,30536
319,30564,318,30580
310,30608,319,30624
304,30652,312,30668
295,30696,304,30712
292,30744,295,30764
295,30788,290,30808
299,30832,286,30852
303,30876,281,30896
309,30920,284,30940
312,30964,283,30984
315,31008,286,31028
319,31052,284,31072
319,31096,287,31116
323,31140,291,31160
339,31184,301,31204
369,31228,309,31248
395,31272,319,31292
408,31316,320,31336
408,31360,323,31380
391,31404,327,31424
371,31448,333,31468
375,31492,338,31512
385,31536,359,31556
399,31580,391,31600
412,31624,428,31644
415,31668,448,31688
407,31712,448,31732
400,31756,423,31776
392,31800,396,31820
387,31844,390,31864
376,31888,402,31908
371,31932,422,31952
361,31976,439,31996
359,32020,438,32040
355,32064,423,32084
353,32108,412,32128
347,32152,398,32172
344,32196,387,32216
339,32240,371,32260
332,32284,359,32304
323,32328,347,32348
316,32372,342,32392
307,32416,333,32436
307,32460,324,32480
312,32504,310,32524
316,32548,302,32568
319,32592,301,32612
318,32636,303,32656
312,32680,292,32700
308,32724,280,32744
305,-32760,259,-32744
305,-32720,255,-32700
315,-32676,268,-32656
316,-32632,291,-32612
325,-32588,312,-32568
327,-32544,322,-32524
331,-32500,323,-32480
329,-32456,320,-32436
334,-32412,318,-32392
335,-32368,321,-32348
338,-32324,327,-32304
342,-32280,334,-32260
342,-32236,351,-32216
345,-32192,364,-32172
352,-32148,377,-32128
355,-32104,384,-32084
355,-32060,387,-32040
356,-32016,381,-31996
352,-31972,382,-31952
352,-31928,380,-31908
349,-31884,376,-31864
348,-31840,369,-31820
345,-31796,371,-31776
348,-31752,368,-31732
345,-31708,371,-31688
346,-31664,371,-31644
340,-31620,367,-31600
337,-31576,355,-31556
326,-31532,340,-31512
319,-31488,323,-31468
313,-31444,311,-31424
311,-31400,300,-31380
307,-31356,295,-31336
308,-31312,294,-31292
305,-31268,292,-31248
304,-31224,289,-31204
