left read, left timestamp, right read, right timestamp
348,-16492,448,-16472
355,-16448,428,-16428
361,-16404,378,-16376
356,-16352,353,-16336
359,-16308,335,-16292
376,-16264,302,-16248
380,-16220,278,-16204
376,-16176,284,-16160
384,-16132,287,-16116
398,-16088,255,-16072
380,-16044,253,-16028
360,-16000,304,-15984
345,-15956,316,-15940
333,-15912,295,-15896
319,-15868,315,-15852
312,-15824,333,-15808
316,-15780,295,-15764
306,-15736,260,-15720
289,-15692,260,-15676
300,-15648,223,-15632
319,-15604,164,-15588
315,-15560,177,-15544
309,-15516,216,-15500
320,-15472,206,-15456
324,-15428,195,-15412
305,-15384,273,-15368
303,-15336,323,-15316
295,-15292,299,-15272
267,-15248,333,-15228
248,-15204,387,-15184
270,-15160,376,-15140
281,-15116,376,-15096
264,-15072,408,-15052
268,-15028,422,-15008
307,-14984,414,-14964
315,-14940,378,-14920
310,-14896,378,-14876
335,-14852,402,-14832
353,-14808,391,-14788
345,-14764,362,-14744
355,-14720,376,-14700
377,-14676,393,-14656
386,-14632,389,-14612
368,-14588,384,-14568
350,-14544,393,-14524
363,-14500,401,-14480
370,-14456,403,-14436
358,-14412,408,-14392
350,-14368,409,-14348
363,-14324,399,-14304
365,-14280,410,-14260
359,-14236,407,-14216
361,-14192,399,-14172
371,-14148,387,-14128
369,-14104,385,-14084
374,-14060,365,-14040
384,-14016,332,-13996
387,-13972,333,-13952
384,-13928,338,-13908
391,-13884,311,-13864
391,-13840,283,-13820
387,-13796,275,-13776
380,-13752,255,-13732
380,-13708,275,-13688
363,-13664,278,-13644
346,-13620,210,-13600
345,-13576,202,-13556
343,-13532,259,-13512
321,-13488,252,-13468
305,-13444,180,-13424
300,-13400,188,-13380
295,-13356,259,-13336
300,-13304,233,-13288
277,-13260,179,-13244
259,-13216,199,-13200
263,-13172,263,-13156
283,-13128,267,-13112
268,-13084,233,-13068
251,-13040,223,-13024
261,-12996,284,-12980
279,-12952,354,-12936
267,-12908,335,-12892
255,-12864,300,-12848
267,-12820,334,-12804
287,-12776,384,-12760
287,-12732,393,-12716
276,-12688,403,-12672
280,-12644,376,-12628
316,-12600,361,-12584
339,-12556,423,-12540
327,-12512,454,-12496
325,-12468,390,-12452
352,-12424,353,-12408
368,-12380,408,-12364
364,-12336,451,-12320
369,-12292,404,-12268
367,-12244,380,-12224
374,-12200,417,-12180
384,-12156,457,-12136
377,-12112,454,-12092
359,-12068,417,-12048
366,-12024,412,-12004
383,-11980,447,-11960
377,-11936,451,-11916
363,-11892,399,-11872
368,-11848,344,-11828
387,-11804,353,-11784
398,-11760,432,-11740
396,-11716,408,-11696
390,-11672,312,-11652
399,-11628,313,-11608
410,-11584,386,-11564
406,-11540,375,-11520
384,-11496,289,-11476
366,-11452,254,-11432
377,-11408,310,-11388
396,-11364,303,-11344
371,-11320,254,-11300
341,-11276,285,-11256
352,-11232,323,-11212
372,-11188,288,-11168
345,-11144,270,-11124
315,-11100,280,-11080
316,-11056,280,-11036
331,-11012,287,-10992
300,-10968,282,-10948
289,-10924,280,-10904
321,-10880,338,-10860
331,-10836,310,-10816
295,-10792,279,-10772
282,-10748,343,-10728
295,-10704,319,-10684
310,-10660,246,-10640
307,-10616,260,-10596
289,-10572,339,-10552
300,-10528,364,-10508
324,-10484,277,-10464
304,-10440,268,-10420
301,-10396,374,-10376
319,-10352,408,-10332
305,-10308,371,-10288
285,-10264,347,-10244
298,-10212,403,-10196
342,-10168,401,-10152
338,-10124,358,-10108
307,-10080,376,-10064
312,-10036,406,-10020
351,-9992,469,-9976
364,-9948,469,-9932
351,-9904,368,-9888
344,-9860,354,-9844
359,-9816,451,-9800
348,-9772,467,-9756
348,-9728,387,-9712
358,-9684,412,-9668
374,-9640,515,-9624
396,-9596,499,-9580
378,-9552,472,-9536
353,-9508,444,-9492
377,-9464,437,-9448
414,-9420,467,-9404
396,-9376,382,-9360
375,-9332,390,-9316
422,-9288,403,-9272
460,-9244,251,-9228
428,-9196,323,-9176
418,-9152,391,-9132
412,-9108,274,-9088
427,-9064,248,-9044
399,-9020,286,-9000
371,-8976,246,-8956
408,-8932,228,-8912
363,-8888,290,-8868
315,-8844,271,-8824
355,-8800,183,-8780
363,-8756,198,-8736
318,-8712,231,-8692
312,-8668,131,-8648
316,-8624,124,-8604
295,-8580,185,-8560
291,-8536,152,-8516
313,-8492,112,-8472
280,-8448,95,-8428
238,-8404,87,-8384
243,-8360,227,-8340
248,-8316,255,-8296
216,-8272,101,-8252
216,-8228,143,-8208
225,-8184,233,-8164
219,-8140,287,-8120
201,-8096,280,-8076
188,-8052,193,-8032
199,-8008,230,-7988
263,-7964,405,-7944
238,-7920,408,-7900
199,-7876,287,-7856
231,-7832,360,-7812
269,-7788,429,-7768
295,-7744,432,-7724
286,-7700,387,-7680
262,-7656,358,-7636
297,-7612,382,-7592
361,-7568,406,-7548
344,-7524,423,-7504
337,-7480,407,-7460
364,-7436,485,-7416
380,-7392,487,-7372
379,-7348,479,-7328
370,-7304,494,-7284
374,-7260,454,-7240
382,-7216,545,-7196
387,-7172,519,-7148
384,-7120,472,-7104
408,-7076,550,-7060
449,-7032,560,-7016
433,-6988,502,-6972
437,-6944,519,-6928
417,-6900,566,-6884
451,-6856,556,-6840
481,-6812,492,-6796
446,-6768,409,-6752
450,-6724,403,-6708
486,-6680,403,-6664
467,-6636,387,-6620
448,-6592,393,-6576
465,-6548,371,-6532
483,-6504,327,-6488
470,-6460,327,-6444
417,-6416,415,-6400
391,-6372,384,-6356
395,-6328,267,-6312
380,-6284,279,-6268
359,-6240,226,-6224
358,-6196,240,-6180
340,-6152,303,-6136
319,-6108,187,-6092
327,-6064,216,-6048
351,-6020,241,-6004
311,-5976,151,-5960
280,-5932,199,-5916
275,-5888,278,-5872
249,-5844,160,-5828
