left read, left timestamp, right read, right timestamp
371,28264,431,28284
377,28312,432,28328
384,28356,420,28372
387,28400,411,28416
389,28444,393,28460
387,28488,379,28504
387,28532,364,28548
384,28576,354,28592
381,28620,341,28636
374,28664,331,28680
369,28708,324,28724
359,28752,323,28768
353,28796,321,28812
343,28840,325,28856
336,28884,327,28900
329,28928,327,28944
332,28972,332,28988
331,29016,335,29032
333,29060,339,29076
333,29104,339,29120
336,29148,339,29164
336,29192,333,29208
339,29236,327,29252
344,29280,319,29296
347,29324,315,29340
345,29368,306,29384
342,29412,302,29428
336,29456,291,29472
329,29500,287,29516
323,29544,283,29560
317,29588,287,29604
312,29632,291,29648
306,29676,302,29692
306,29724,316,29744
305,29768,329,29788
307,29812,344,29832
310,29856,358,29876
316,29900,371,29920
319,29944,380,29964
327,29988,387,30008
334,30032,390,30052
342,30076,391,30096
350,30120,387,30140
356,30164,384,30184
359,30208,374,30228
361,30252,364,30272
363,30296,348,30316
360,30340,335,30360
359,30384,321,30404
354,30428,313,30448
351,30472,304,30492
345,30516,303,30536
342,30560,299,30580
335,30604,300,30624
331,30648,302,30668
323,30692,307,30712
321,30744,315,30760
319,30788,324,30804
319,30832,335,30848
319,30876,344,30892
323,30920,353,30936
327,30964,358,30980
330,31008,363,31024
335,31052,360,31068
339,31096,361,31112
345,31140,359,31156
348,31184,359,31200
353,31228,355,31244
354,31272,353,31288
354,31316,347,31332
352,31360,344,31376
352,31404,339,31420
348,31448,339,31464
345,31492,335,31508
342,31536,338,31552
343,31580,337,31596
339,31624,339,31640
338,31668,342,31684
335,31712,345,31728
337,31756,347,31772
334,31800,348,31816
335,31844,348,31860
335,31888,350,31904
339,31932,350,31948
342,31976,348,31992
346,32020,348,32036
347,32064,344,32080
348,32108,339,32124
348,32152,332,32168
348,32196,327,32212
350,32240,323,32256
350,32284,319,32300
347,32328,312,32344
344,32372,310,32388
342,32416,304,32432
339,32460,303,32476
335,32504,297,32520
332,32548,295,32564
330,32592,291,32608
326,32636,291,32652
324,32680,286,32696
319,32724,284,32740
317,-32764,280,-32744
311,-32720,276,-32700
310,-32676,275,-32656
307,-32632,273,-32612
305,-32588,273,-32568
304,-32544,273,-32524
304,-32500,275,-32480
302,-32456,274,-32436
302,-32412,277,-32392
302,-32368,278,-32348
303,-32324,286,-32304
304,-32280,288,-32260
304,-32236,295,-32216
305,-32192,297,-32172
305,-32148,303,-32128
307,-32104,303,-32084
306,-32060,307,-32040
311,-32016,312,-31996
310,-31972,315,-31952
312,-31928,313,-31908
313,-31884,319,-31864
318,-31840,324,-31820
318,-31796,335,-31776
323,-31752,344,-31732
323,-31708,352,-31688
327,-31664,364,-31644
327,-31620,382,-31600
335,-31576,401,-31556
339,-31532,423,-31512
348,-31488,443,-31468
352,-31444,455,-31424
363,-31400,465,-31380
373,-31356,472,-31336
385,-31312,477,-31292
396,-31268,476,-31248
408,-31224,476,-31204
415,-31180,460,-31160
417,-31136,441,-31116
419,-31092,419,-31072
418,-31048,396,-31028
415,-31004,368,-30984
408,-30960,345,-30940
399,-30916,319,-30896
385,-30872,299,-30852
375,-30828,280,-30808
361,-30784,274,-30764
350,-30740,268,-30712
331,-30688,268,-30672
321,-30644,271,-30628
310,-30600,276,-30584
307,-30556,284,-30540
305,-30512,295,-30496
307,-30468,308,-30452
307,-30424,314,-30408
311,-30380,320,-30364
315,-30336,319,-30320
319,-30292,318,-30276
327,-30248,312,-30232
333,-30204,311,-30188
336,-30160,304,-30144
338,-30116,297,-30100
339,-30072,289,-30056
337,-30028,287,-30012
335,-29984,287,-29968
329,-29940,295,-29924
327,-29896,304,-29880
320,-29852,319,-29836
319,-29808,334,-29792
316,-29764,355,-29748
316,-29720,374,-29704
316,-29672,398,-29652
319,-29628,419,-29608
326,-29584,435,-29564
332,-29540,448,-29520
343,-29496,452,-29476
354,-29452,452,-29432
366,-29408,446,-29388
376,-29364,438,-29344
387,-29320,422,-29300
391,-29276,403,-29256
393,-29232,376,-29212
391,-29188,352,-29168
391,-29144,327,-29124
384,-29100,309,-29080
379,-29056,291,-29036
368,-29012,280,-28992
356,-28968,267,-28948
342,-28924,262,-28904
332,-28880,262,-28860
318,-28836,271,-28816
310,-28792,283,-28772
300,-28748,295,-28728
296,-28704,311,-28684
291,-28660,326,-28640
295,-28616,339,-28596
297,-28572,351,-28552
305,-28528,360,-28508
311,-28484,366,-28464
319,-28440,368,-28420
331,-28396,367,-28376
343,-28352,365,-28332
350,-28308,360,-28288
358,-28264,359,-28244
363,-28220,353,-28200
364,-28176,350,-28156
364,-28132,346,-28112
364,-28088,349,-28068
364,-28044,352,-28024
359,-28000,363,-27980
359,-27956,369,-27936
352,-27912,380,-27892
351,-27868,384,-27848
346,-27824,391,-27804
347,-27780,397,-27760
345,-27736,403,-27716
348,-27692,401,-27672
348,-27640,399,-27624
353,-27596,391,-27580
355,-27552,378,-27536
359,-27508,366,-27492
359,-27464,348,-27448
359,-27420,332,-27404
361,-27376,312,-27360
359,-27332,295,-27316
358,-27288,278,-27272
352,-27244,267,-27228
345,-27200,255,-27184
336,-27156,249,-27140
327,-27112,241,-27096
319,-27068,240,-27052
313,-27024,236,-27008
305,-26980,240,-26964
302,-26936,241,-26920
295,-26892,247,-26876
291,-26848,247,-26832
287,-26804,249,-26788
287,-26760,252,-26744
285,-26716,255,-26700
287,-26672,255,-26656
286,-26628,257,-26604
287,-26580,260,-26560
289,-26536,259,-26516
291,-26492,263,-26472
294,-26448,267,-26428
293,-26404,275,-26384
295,-26360,283,-26340
295,-26316,295,-26296
297,-26272,302,-26252
296,-26228,315,-26208
301,-26184,327,-26164
304,-26140,342,-26120
310,-26096,352,-26076
313,-26052,374,-26032
321,-26008,390,-25988
326,-25964,403,-25944
334,-25920,419,-25900
339,-25876,440,-25856
345,-25832,455,-25812
352,-25788,472,-25768
364,-25744,486,-25724
368,-25700,492,-25680
379,-25656,494,-25636
390,-25612,496,-25592
401,-25568,495,-25548
408,-25524,487,-25504
418,-25480,480,-25460
423,-25436,460,-25416
423,-25392,433,-25372
423,-25348,406,-25328
422,-25304,380,-25284
415,-25260,349,-25240
408,-25216,321,-25196
399,-25172,293,-25152
382,-25128,269,-25108
366,-25084,247,-25064
352,-25040,237,-25020
335,-24996,225,-24976
316,-24952,220,-24932
304,-24908,218,-24888
