1 read, 1 timestamp, 2 read, 2 timestamp, 3 read, 3 timestamp, 4 read, 4 timestamp
368,4580,369,4588,624,4600,639,4608
366,4632,368,4640,624,4648,638,4660
368,4684,355,4692,624,4700,639,4708
359,4732,352,4740,615,4752,639,4760
352,4784,339,4792,615,4800,639,4812
352,4836,334,4844,615,4852,638,4860
352,4884,327,4892,615,4904,639,4912
352,4936,327,4944,615,4952,654,4964
352,4988,319,4996,611,5004,639,5012
352,5036,319,5048,609,5056,638,5064
352,5088,316,5096,611,5104,639,5116
344,5144,304,5152,615,5164,638,5172
355,5196,295,5204,608,5212,639,5224
359,5248,291,5256,608,5264,654,5272
359,5296,287,5308,608,5316,647,5324
359,5348,295,5356,608,5364,639,5376
359,5400,304,5408,609,5416,639,5424
376,5448,316,5460,611,5468,639,5476
376,5500,319,5508,611,5520,639,5528
376,5552,327,5560,615,5568,639,5580
384,5604,327,5612,611,5620,639,5628
384,5652,327,5660,615,5672,639,5680
387,5704,335,5712,615,5720,655,5732
391,5756,344,5764,615,5772,655,5780
391,5804,348,5812,615,5824,639,5832
391,5856,352,5864,620,5872,639,5884
391,5908,352,5916,620,5924,639,5932
391,5956,352,5968,624,5976,639,5984
387,6008,352,6016,615,6024,639,6036
384,6060,352,6068,615,6076,654,6084
384,6108,348,6120,615,6128,639,6136
376,6168,348,6176,624,6184,654,6192
384,6216,352,6228,615,6236,639,6244
384,6268,352,6276,624,6284,639,6296
384,6320,352,6328,624,6336,639,6344
384,6368,348,6380,620,6388,655,6396
384,6420,335,6428,615,6440,639,6448
376,6472,334,6480,611,6488,639,6500
384,6524,319,6532,611,6540,639,6548
368,6572,319,6580,611,6592,639,6600
359,6624,318,6632,609,6640,639,6652
359,6676,319,6684,611,6692,639,6700
359,6724,319,6732,611,6744,639,6752
359,6776,319,6784,615,6792,639,6804
355,6828,319,6836,615,6844,639,6852
359,6876,327,6888,615,6896,639,6904
359,6928,319,6936,615,6944,639,6956
359,6980,327,6988,615,6996,639,7004
368,7028,327,7040,615,7048,639,7056
369,7080,335,7088,615,7096,654,7108
384,7132,339,7140,615,7148,639,7156
369,7188,344,7196,624,7204,639,7216
384,7240,344,7248,615,7256,639,7264
384,7288,344,7300,615,7308,647,7316
391,7340,344,7348,615,7360,639,7368
391,7392,344,7400,615,7408,639,7420
399,7444,344,7452,615,7460,654,7468
408,7492,348,7500,620,7512,655,7520
408,7544,353,7552,620,7560,655,7572
415,7596,359,7604,624,7612,639,7620
415,7644,368,7652,624,7664,639,7672
415,7696,384,7704,624,7712,639,7724
419,7748,384,7756,632,7764,639,7772
419,7796,384,7808,624,7816,639,7824
415,7848,384,7856,632,7864,639,7876
412,7900,387,7908,632,7916,639,7924
399,7948,391,7960,624,7968,639,7976
387,8000,391,8008,632,8016,639,8028
384,8052,391,8060,632,8068,638,8076
384,8100,391,8112,632,8120,639,8128
384,8152,387,8160,632,8172,655,8180
376,8208,384,8220,632,8228,639,8236
384,8260,368,8268,624,8280,639,8288
368,8312,353,8320,615,8328,639,8340
355,8364,348,8372,620,8380,639,8388
355,8412,344,8420,620,8432,639,8440
355,8464,335,8472,620,8480,655,8492
352,8516,335,8524,615,8532,655,8540
353,8564,327,8572,611,8584,654,8592
348,8616,319,8624,611,8632,639,8644
355,8668,316,8676,611,8684,638,8692
352,8716,312,8728,609,8736,639,8744
352,8768,305,8776,608,8784,654,8796
352,8820,304,8828,608,8836,639,8844
344,8868,295,8880,608,8888,639,8896
352,8920,295,8928,608,8936,639,8948
353,8972,295,8980,608,8988,654,8996
359,9020,295,9032,608,9040,639,9048
359,9072,295,9080,608,9092,636,9100
368,9124,304,9132,608,9140,639,9152
369,9176,304,9184,608,9192,655,9200
368,9232,312,9240,615,9248,639,9260
384,9284,319,9292,609,9300,638,9308
384,9332,327,9340,615,9352,639,9360
384,9384,344,9392,615,9400,639,9412
387,9436,352,9444,615,9452,655,9460
391,9484,352,9492,615,9504,639,9512
399,9536,352,9544,620,9552,636,9564
399,9588,352,9596,624,9604,639,9612
408,9636,352,9648,624,9656,639,9664
408,9688,352,9696,620,9704,639,9716
408,9740,359,9748,620,9756,639,9764
399,9788,368,9800,624,9808,639,9816
391,9840,384,9848,625,9856,639,9868
387,9892,384,9900,632,9908,655,9916
384,9940,376,9952,624,9960,655,9968
384,9992,368,10000,624,10012,639,10020
368,10044,359,10052,624,10060,632,10072
368,10096,352,10104,624,10112,639,10120
368,10144,344,10152,615,10164,655,10172
355,10196,335,10204,615,10212,654,10224
344,10252,335,10260,620,10272,655,10280
355,10304,335,10312,615,10320,632,10332
352,10356,335,10364,615,10372,639,10380
352,10404,327,10412,615,10424,639,10432
355,10456,319,10464,611,10472,639,10484
352,10508,319,10516,609,10524,655,10532
355,10556,316,10568,609,10576,638,10584
352,10608,312,10616,609,10624,639,10636
353,10660,316,10668,609,10676,639,10684
368,10708,319,10720,609,10728,639,10736
376,10760,319,10768,611,10776,639,10788
384,10812,319,10820,611,10828,632,10836
385,10860,319,10872,611,10880,639,10888
391,10912,319,10920,611,10932,639,10940
399,10964,319,10972,611,10980,639,10992
412,11016,319,11024,611,11032,639,11040
412,11064,334,11072,615,11084,638,11092
415,11116,344,11124,615,11132,639,11144
415,11168,355,11176,620,11184,639,11192
414,11216,368,11224,624,11236,654,11244
408,11276,384,11284,632,11292,655,11300
412,11324,385,11332,624,11344,639,11352
408,11376,387,11384,632,11392,639,11404
399,11428,387,11436,632,11444,639,11452
391,11476,387,11488,632,11496,655,11504
387,11528,385,11536,624,11544,654,11556
384,11580,384,11588,632,11596,639,11604
384,11628,384,11640,624,11648,639,11656
376,11680,369,11688,624,11696,639,11708
368,11732,364,11740,624,11748,655,11756
368,11780,355,11792,620,11800,639,11808
353,11832,352,11840,624,11852,639,11860
355,11884,344,11892,615,11900,639,11912
352,11936,335,11944,615,11952,636,11960
352,11984,327,11992,615,12004,655,12012
359,12036,319,12044,609,12052,639,12064
348,12088,319,12096,611,12104,639,12112
344,12136,316,12144,608,12156,639,12164
348,12188,305,12196,608,12204,639,12216
359,12240,295,12248,608,12256,639,12264
359,12296,291,12304,611,12312,639,12320
359,12344,291,12356,604,12364,639,12372
355,12396,295,12404,604,12412,639,12424
355,12448,300,12456,608,12464,639,12472
368,12496,312,12508,609,12516,639,12524
369,12548,316,12556,611,12564,639,12576
376,12600,319,12608,611,12616,655,12624
376,12648,319,12660,611,12668,639,12676
376,12700,327,12708,615,12720,639,12728
384,12752,327,12760,615,12768,639,12780
387,12804,335,12812,615,12820,639,12828
391,12852,335,12860,611,12872,655,12880
391,12904,335,12912,611,12920,639,12932
387,12956,344,12964,615,12972,636,12980
391,13004,348,13012,624,13024,639,13032
387,13056,348,13064,620,13072,655,13084
385,13108,348,13116,615,13124,639,13132
384,13156,344,13168,615,13176,639,13184
384,13208,336,13216,615,13224,639,13236
384,13260,335,13268,615,13276,639,13284
384,13308,335,13324,624,13332,639,13344
376,13368,335,13376,615,13384,654,13392
384,13416,335,13428,615,13436,652,13444
368,13468,334,13476,611,13484,639,13496
368,13520,327,13528,615,13536,639,13544
369,13568,319,13580,611,13588,639,13596
368,13620,319,13628,611,13640,639,13648
368,13672,319,13680,609,13688,639,13700
355,13724,318,13732,609,13740,639,13748
359,13772,319,13780,615,13792,639,13800
359,13824,319,13832,611,13840,639,13852
359,13876,319,13884,611,13892,655,13900
359,13924,319,13932,611,13944,652,13952
355,13976,319,13984,609,13992,652,14004
359,14028,319,14036,611,14044,638,14052
359,14076,319,14088,609,14096,639,14104
368,14128,319,14136,611,14144,639,14156
369,14180,327,14188,615,14196,639,14204
369,14228,335,14240,615,14248,639,14256
368,14280,339,14288,615,14296,639,14308
384,14332,335,14348,624,14356,639,14364
384,14388,335,14396,615,14404,639,14416
384,14440,335,14448,615,14456,639,14464
384,14488,335,14500,615,14508,639,14516
385,14540,344,14548,615,14560,654,14568
391,14592,348,14600,615,14608,639,14620
399,14644,352,14652,620,14660,639,14668
408,14692,355,14700,620,14712,639,14720
412,14744,366,14752,624,14760,639,14772
415,14796,368,14804,624,14812,639,14820
415,14844,368,14852,624,14864,639,14872
415,14896,368,14904,624,14912,639,14924
408,14948,368,14956,624,14964,639,14972
399,14996,376,15008,624,15016,639,15024
391,15048,376,15056,624,15064,655,15076
391,15100,384,15108,624,15116,639,15124
387,15148,384,15160,624,15168,639,15176
387,15200,384,15208,624,15216,639,15228
384,15252,376,15260,624,15268,639,15276
384,15300,368,15312,624,15320,639,15328
IntersectionDirection(0.0651,0.6687,0.7407)
IntersectionDirection(-0.6233,0.6687,0.4054)
IntersectionDirection(0.6735,0.6687,0.3150)
IntersectionDirection(-0.2053,0.6687,0.7147)
IntersectionDirection(0.0651,-0.0197,0.9977)
IntersectionDirection(0.0651,0.0602,0.9961)
IntersectionDirection(0.0651,0.0737,0.9952)
IntersectionDirection(0.0251,0.0202,0.9995)
IntersectionDirection(-0.2053,0.2506,0.9461)
IntersectionDirection(-0.0283,0.0737,0.9969)
IntersectionDirection(-0.2053,-0.2101,0.9559)
IntersectionDirection(0.0786,0.0737,0.9942)
IntersectionDirection(-0.2053,0.0737,0.9759)
Vector(-0.0380,0.2679,0.9627)
