1 read, 1 timestamp, 2 read, 2 timestamp, 3 read, 3 timestamp, 4 read, 4 timestamp
399,3264,344,3276,615,3284,639,3292
391,3316,339,3324,615,3336,655,3344
391,3368,344,3376,615,3384,639,3396
384,3420,344,3428,620,3436,639,3444
384,3468,344,3476,615,3488,639,3496
384,3520,344,3528,620,3536,639,3548
384,3572,344,3580,615,3588,652,3596
355,3628,335,3640,624,3648,636,3656
359,3680,335,3688,615,3700,639,3708
355,3732,335,3740,615,3748,639,3760
352,3784,335,3792,620,3800,639,3808
353,3832,327,3840,615,3852,639,3860
353,3884,319,3892,615,3900,655,3912
355,3936,312,3948,615,3960,639,3968
359,3992,305,4000,608,4008,655,4020
355,4044,304,4052,608,4060,639,4068
352,4092,295,4100,608,4112,639,4120
352,4152,295,4160,609,4172,639,4180
355,4204,295,4212,608,4220,639,4232
359,4256,305,4264,611,4272,639,4280
376,4304,312,4312,609,4324,639,4332
376,4356,316,4364,609,4372,655,4384
359,4408,319,4416,611,4424,639,4432
359,4456,319,4464,611,4476,638,4484
359,4508,319,4516,615,4524,639,4536
359,4560,312,4568,609,4576,655,4584
366,4608,312,4620,608,4628,655,4636
359,4668,318,4676,615,4688,654,4696
359,4720,316,4728,608,4736,639,4748
366,4772,312,4780,609,4788,636,4796
366,4820,318,4828,611,4840,639,4848
364,4872,319,4880,615,4888,639,4900
368,4924,319,4932,611,4940,639,4948
355,4980,327,4988,624,4996,639,5008
368,5032,335,5040,615,5048,639,5056
368,5080,335,5092,615,5100,639,5108
368,5132,335,5140,620,5148,639,5160
355,5192,335,5200,624,5208,638,5220
368,5244,319,5252,615,5260,639,5268
368,5292,305,5300,608,5312,639,5320
376,5344,295,5352,608,5360,639,5372
384,5396,304,5404,608,5412,636,5420
384,5444,312,5456,609,5464,639,5472
384,5496,319,5504,611,5512,655,5524
385,5548,319,5556,611,5564,654,5572
391,5596,335,5608,615,5616,639,5624
387,5648,352,5656,620,5664,654,5676
384,5708,364,5716,632,5724,655,5736
385,5760,364,5768,624,5776,654,5784
387,5808,364,5820,624,5828,655,5836
385,5860,359,5868,624,5876,655,5888
384,5912,355,5920,624,5928,639,5936
384,5960,352,5972,615,5980,655,5996
384,6020,348,6028,624,6036,639,6044
384,6068,352,6080,620,6088,639,6096
384,6120,352,6128,620,6136,639,6148
384,6172,352,6180,620,6188,655,6196
384,6232,359,6240,625,6248,652,6256
391,6280,359,6292,622,6300,639,6308
387,6332,359,6340,624,6348,639,6360
391,6384,364,6392,624,6400,639,6408
391,6432,359,6444,624,6452,654,6460
387,6484,352,6492,615,6500,639,6512
385,6536,352,6544,615,6552,639,6560
385,6584,353,6596,624,6604,639,6612
391,6636,359,6644,624,6656,639,6664
391,6688,359,6696,624,6704,639,6716
385,6748,368,6756,632,6764,639,6772
399,6796,384,6808,632,6816,639,6824
399,6848,384,6856,632,6864,639,6876
391,6900,385,6908,632,6916,639,6924
391,6948,385,6960,632,6968,639,6976
391,7000,391,7016,632,7024,639,7032
387,7056,391,7064,632,7076,639,7084
387,7108,387,7116,632,7124,639,7136
384,7160,384,7168,632,7176,639,7184
384,7208,376,7216,625,7228,639,7236
368,7268,368,7276,632,7284,639,7296
384,7320,355,7328,624,7336,639,7344
376,7368,352,7380,615,7388,639,7396
376,7420,348,7428,615,7440,655,7448
384,7472,352,7480,624,7488,639,7500
384,7524,352,7532,620,7540,639,7548
384,7572,335,7580,615,7592,639,7600
369,7624,335,7632,615,7640,639,7652
368,7676,344,7684,620,7692,639,7700
368,7724,339,7732,615,7744,639,7752
352,7784,327,7792,624,7804,639,7812
368,7836,319,7844,615,7852,655,7864
359,7888,319,7896,611,7904,654,7912
359,7936,319,7944,611,7956,639,7964
359,7988,318,7996,611,8004,639,8016
352,8044,316,8052,615,8064,639,8072
368,8096,319,8104,611,8112,639,8124
359,8148,319,8156,611,8164,654,8172
368,8196,327,8204,615,8216,639,8224
368,8248,327,8256,611,8264,639,8276
359,8308,319,8316,615,8324,639,8336
368,8360,319,8368,611,8376,639,8384
364,8408,327,8416,615,8428,639,8436
359,8460,327,8468,615,8476,639,8488
368,8512,335,8520,615,8528,639,8536
368,8560,344,8568,615,8580,655,8588
368,8612,344,8620,615,8628,639,8640
359,8664,344,8672,615,8680,639,8688
353,8712,348,8724,615,8732,654,8740
359,8764,344,8772,620,8780,639,8792
348,8824,327,8832,624,8840,639,8852
359,8876,319,8884,615,8892,655,8900
359,8924,319,8932,609,8944,655,8952
359,8976,316,8984,608,8992,639,9004
368,9028,304,9036,608,9044,639,9052
359,9084,305,9092,615,9100,638,9112
384,9136,316,9144,611,9152,652,9160
376,9184,316,9196,608,9204,655,9212
384,9236,319,9244,611,9252,647,9264
384,9288,319,9296,615,9304,639,9312
376,9348,327,9356,624,9364,639,9372
384,9396,327,9404,615,9416,639,9424
391,9448,335,9456,615,9464,652,9476
391,9500,339,9508,615,9516,639,9524
391,9548,339,9560,615,9568,639,9576
399,9600,335,9608,620,9616,638,9628
399,9652,344,9660,620,9668,654,9676
399,9700,352,9712,615,9720,655,9728
399,9752,353,9760,615,9768,639,9780
387,9804,352,9812,624,9820,636,9828
384,9864,353,9872,625,9880,654,9888
384,9912,352,9924,624,9932,654,9940
384,9964,355,9972,624,9980,639,9992
384,10016,352,10024,615,10032,655,10040
384,10064,348,10076,615,10088,639,10096
364,10120,344,10128,624,10136,639,10148
376,10172,335,10180,615,10188,654,10196
384,10220,327,10232,611,10240,654,10248
384,10272,319,10280,611,10292,652,10300
384,10324,319,10332,609,10340,639,10352
368,10384,319,10392,615,10400,655,10408
376,10432,327,10444,611,10452,639,10460
384,10484,334,10492,615,10500,639,10512
384,10536,344,10544,620,10552,639,10560
384,10584,352,10596,615,10604,654,10612
384,10636,352,10644,620,10656,639,10664
384,10688,348,10696,620,10704,639,10716
384,10740,344,10748,620,10756,638,10764
384,10788,352,10796,624,10808,655,10816
384,10840,355,10848,624,10856,655,10868
369,10900,355,10908,632,10916,639,10924
384,10948,355,10960,622,10968,655,10976
384,11000,359,11008,624,11020,639,11028
376,11052,353,11060,624,11068,654,11080
376,11104,352,11116,624,11128,639,11136
369,11160,353,11168,624,11176,639,11188
368,11212,352,11220,620,11228,639,11236
368,11260,344,11268,615,11280,655,11288
369,11312,344,11320,620,11328,639,11340
368,11364,352,11372,620,11380,655,11388
364,11420,352,11432,624,11440,652,11448
384,11472,348,11480,620,11492,639,11500
384,11524,352,11532,615,11540,652,11552
384,11576,355,11584,624,11592,639,11600
387,11624,359,11632,624,11644,639,11652
391,11676,359,11684,624,11692,639,11704
399,11728,369,11736,624,11744,639,11752
408,11776,384,11784,624,11796,639,11804
399,11828,369,11836,624,11844,639,11856
399,11880,376,11888,624,11896,639,11904
385,11936,384,11948,632,11956,639,11964
385,11988,369,11996,624,12008,654,12016
384,12040,355,12048,624,12056,639,12068
384,12092,352,12100,624,12108,654,12116
368,12148,353,12156,632,12164,639,12176
384,12200,352,12208,620,12216,652,12224
384,12248,344,12256,615,12268,655,12276
369,12300,344,12308,615,12316,639,12328
368,12352,344,12360,615,12368,639,12376
368,12400,344,12412,615,12420,652,12428
359,12460,335,12468,624,12480,639,12488
376,12512,335,12520,615,12528,652,12540
384,12564,335,12572,615,12580,654,12588
376,12612,335,12620,615,12632,639,12640
368,12664,335,12672,611,12680,639,12692
376,12716,335,12724,615,12732,639,12740
368,12764,335,12776,620,12784,639,12792
376,12816,335,12824,615,12832,639,12844
368,12868,335,12876,615,12884,639,12892
368,12916,335,12928,615,12936,639,12944
359,12976,335,12984,624,12996,639,13004
368,13028,327,13036,615,13044,639,13056
368,13080,327,13088,615,13096,639,13104
376,13128,334,13140,615,13148,639,13164
359,13188,319,13196,624,13204,639,13212
376,13236,319,13248,609,13256,654,13264
368,13288,319,13296,609,13304,639,13316
368,13340,318,13348,611,13356,639,13364
369,13388,312,13400,608,13408,639,13416
368,13440,304,13448,608,13456,655,13468
368,13500,304,13508,611,13516,639,13528
384,13552,304,13560,608,13568,655,13576
376,13600,295,13612,604,13620,654,13628
376,13652,291,13660,608,13668,639,13680
384,13704,304,13712,608,13720,638,13728
384,13752,312,13764,609,13772,639,13780
384,13804,305,13812,608,13820,639,13832
376,13856,312,13864,608,13872,639,13880
368,13904,318,13916,611,13924,639,13932
364,13956,327,13964,615,13976,639,13984
352,14016,319,14024,620,14032,639,14044
359,14068,319,14076,615,14084,639,14092
359,14116,327,14128,615,14136,639,14144
359,14168,327,14184,615,14192,639,14200
364,14224,319,14232,609,14240,639,14252
368,14276,319,14284,611,14292,639,14300
368,14324,319,14336,611,14344,639,14352
384,14376,319,14384,611,14396,639,14404
384,14428,318,14436,609,14444,639,14456
384,14480,319,14488,611,14496,639,14504
384,14536,334,14548,624,14556,654,14564
391,14588,344,14596,615,14604,655,14616
385,14640,348,14648,615,14656,655,14664
387,14688,355,14700,624,14708,639,14716
387,14740,369,14748,624,14760,639,14768
385,14792,384,14800,625,14808,639,14820
385,14844,376,14852,624,14860,639,14868
384,14892,384,14900,624,14912,655,14920
391,14944,384,14952,624,14960,639,14972
387,14996,368,15004,624,15012,639,15020
384,15052,355,15060,615,15068,655,15080
384,15104,355,15112,624,15120,639,15132
387,15156,359,15164,624,15172,639,15180
384,15212,353,15220,625,15228,639,15240
384,15264,352,15272,624,15280,639,15288
384,15312,359,15320,624,15332,655,15340
384,15364,359,15372,624,15380,639,15392
384,15416,355,15424,620,15432,639,15440
384,15464,355,15472,620,15484,652,15492
384,15516,355,15524,624,15532,639,15544
384,15572,352,15580,620,15588,639,15600
IntersectionDirection(0.0354,0.5121,0.8582)
IntersectionDirection(-0.4703,0.5121,0.7187)
EdgeIntersectionDirection(-0.6143,0.7891,0.0000)
EdgeIntersectionDirection(-0.9641,-0.2656,0.0000)
IntersectionDirection(0.0354,0.0064,0.9994)
EdgeIntersectionDirection(-0.9305,0.3663,0.0000)
IntersectionDirection(0.0354,0.0706,0.9969)
EdgeIntersectionDirection(-0.7175,0.6966,0.0000)
EdgeIntersectionDirection(-0.9181,-0.3963,0.0000)
IntersectionDirection(-0.0288,0.0706,0.9971)
EdgeIntersectionDirection(-0.9239,-0.3827,0.0000)
EdgeIntersectionDirection(0.9098,0.4151,0.0000)
EdgeIntersectionDirection(0.9994,0.0353,0.0000)
Vector(-0.0830,0.2475,0.9653)
